part_num,name,part_cat_id,part_material
973c01h03pr0420,"Torso Apron and Front Lace Up Shirt Print (Blacksmith), Yellow Arms, Black Hands",60,Plastic
973c01h03pr1516,"Torso Alien with Skin Folds and Black Eye Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr1734,"Torso Diver Two Hoses and Yellow Belt Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr1869,"Torso Jacket, Dark Bluish Gray Buckles and Straps, Dark Pink Accents, Medium Azure Symbols Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr2360,"Torso Armor Clone Trooper Commander Black Belt and Four Yellow Stars Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr2846,"Torso Robe with Black Sash with Asian Characters Print (Kai), Yellow Arms, Black Hands",60,Plastic
973c01h03pr2848,"Torso Robe with Black Sash with Asian Characters Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr2849,"Torso Robe with Black Sash with Asian Characters and Gold Power Emblem Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr2903,"Torso Leather Vest over Bare Chest, Tooth Necklace, Snake Heads Belt Buckle / Snake Head on Back Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr3858,"Torso Robe with Dark Brown Trim with Asian Characters Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr3883,"Torso Scuba Vest, Utility Belt, Tentacles Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr3954,"Torso Vest with Utility Belt with 2 Pouches, Yellow Neck and Shoulders Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4128,"Torso Robe, Rocks and Orange Lava Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4213,"Torso Robe with Orange Trim and Belt Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4324,"Torso Armor, Chain Mail, Ripped Shirt, and Black Sash Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4378,"Torso Shirt, Torn, Chain, Belt, Buckle Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4745,"Torso Coat, Dark Brown Strap with Buckle Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4970,"Torso Robe with Black Trim, Sand Green Undershirt Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4971,"Torso Robe, Black Trim, White Asian Symbols 'MANTER' print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4972,"Torso Robe, Orange Trim Asian Characters Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr4981,"Torso Robe, Dark Red Trim and Sash Belt, Orange Cracks, Dark Red Tattoo Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr9641,"Torso Tank Top, Bare Chest, Silver Belt Buckle Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr9711,"Torso Robe with Black Trim with Asian Characters, Dark Red Undershirt Print (Kai), Yellow Arms, Black Hands",60,Plastic
973c01h03pr9753,"Torso Robe, Dark Brown Trim, Gold Asian Characters, Gold Tied Sash Belt Print, Yellow Arms, Black Hands",60,Plastic
973c01h03pr9871,"Torso Vest, Zipper, Pockets, Dark Bluish Grey Shirt with White Skull / Motorcycle on Back Print, Yellow Arms with Tattoos Print, Black Hands",60,Plastic
973c01h19,"Torso, Yellow Arms, Reddish Brown Hands [Plain]",60,Plastic
973c01h19pr3819,"Torso Bare Chest with Muscles and Shoulder Belt Print, Yellow Arms with Cuffs, Lion on Pearl Gold Right Short Sleeve Print, Reddish Brown Hands",60,Plastic
973c01h19pr3895,"Torso Jacket with Dark Bluish Gray Collar Flap and Hood Print (The Shocker), Yellow Arms with Dark Brown Crisscross Print, Reddish Brown Hands",60,Plastic
973c01h19pr4268,"Torso Shirt, Brown Belt, Black Suspenders Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h19pr4555,"Torso Armour with Gray Plates, Gears on Necklace and Belt Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h19pr4644,"Torso Tank Top, Reddish Brown Straps, Buckle Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h19pr4878,"Torso Shirt with Black Collar, Shoulder Strap, and Belt Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h19pr5333,"Torso Robe, with Laces and Hufflepuff Crest Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h19pr9893,"Torso Tunic, Red Belt, Ninja Skull, Crossed Swords Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h19pr9894,"Torso Tunic, Belt, Ninja Skull, Crossed Swords Print, Yellow Arms, Reddish Brown Hands",60,Plastic
973c01h22,"Torso, Yellow Arms, Red Hands [PLAIN]",60,Plastic
973c01h22pr0001,"Torso Tank Top, Red Asian Symbol on Chest and Back print, Yellow Arms, Red Hands",60,Plastic
973c01h22pr0128,"Torso with Train Logo Large Red Print, Yellow Arms, Red Hands",60,Plastic
973c01h22pr3617,"Torso with Yellow Circle and Red Belt Print (Iron Man), Yellow Arms, Red Hands",60,Plastic
973c01h22pr9999,"Torso with Necklace, Feathers, Navel Print (Achu), Yellow Arms, Red Hands",60,Plastic
973c01h27,"Torso, Yellow Arms, White Hands [Plain]",60,Plastic
973c01h27pr1545,"Torso Muscles with Medium Blue Tank Top and Belt Print, Yellow Arms, White Hands",60,Plastic
973c01h27pr1816,"Torso with MBA Level 2 Logo Print, Yellow Arms, White Hands",60,Plastic
973c01h27pr2675,"Torso Bare Chest with Black Leopard Spots, Dark Red Straps and Fire Chi Emblem Print, Yellow Arms, White Hands",60,Plastic
973c01h28,"Torso, Yellow Arms, Blue Hands [Plain]",60,Plastic
973c01h28pr5456,"Torso Robe with Blue Lines and Bare Chest Print, Yellow Arms, Blue Hands",60,Plastic
973c02h02,"Torso, Light Flesh Arms and Hands [Plain]",60,Plastic
973c02h02pr0019,"Torso Bare Chest Muscles, Dark Green Tartan Kilt, Dark Brown Diagonal Belt and Batman Logo in Yellow Oval Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr0122,"Torso Durmstrang Stag Coat of Arms Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr0301,"Torso Dress Made of Leaves Print (Poison Ivy), Light Flesh Arms and Hands",60,Plastic
973c02h02pr0327,"Torso Tank Top with Silver Harness Print (Dr. Octavious), Light Flesh Arms and Hands",60,Plastic
973c02h02pr0337,"Torso Tank Top with Black Shoulders, Hogwarts Crest / 'POTTER' Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1136,"Torso with Gold Bikini Print (Princess Leia Slave), Light Flesh Arms and Hands",60,Plastic
973c02h02pr1259,"Torso Bare Chest with Belly Button (Navel) & Red Spots Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1373,"Torso V-Neck with Bow and Flower Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1410,"Torso Dress with Spaghetti Straps and Silver Flecks, Necklace Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1462,"Torso Bare Chest with Muscles Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1464,"Torso Dress with Gold Sequins and Open Back Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1558,"Torso Armor Ribbed with Disc and Two Buckles Print, Light Arms and Hands",60,Plastic
973c02h02pr1673,"Torso Smock, Knot Tied at Shoulder Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1759,"Torso Robe with Dark Purple Sash and Foot Clan Logo Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1837,"Torso Bare Chest with White Straps and Tube (Bacta Tank) Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1846,"Torso Mermaid Sand Blue Scales Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1847,"Torso Mermaid Sand Green Scales Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1851,"Torso Vest Open over Chest with Tattoos and Key Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1855,"Torso Bare Chest with Belly Button (Navel), Ice Cream Splotches and Blue Bib with Yellow Duck Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1958,"Torso Halter Top with Gold Trim and Belt Print (Wonder Woman), Light Flesh Arms and Hands",60,Plastic
973c02h02pr1982,"Torso with Red Stripes and Belly Button (Navel) Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr1983,"Torso BAre Chest with Belly Button (Navel) and Pink Lei Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr2017,"Torso Dress with Plant Foliage, and Light Flesh Neck Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr2018,"Torso Bare Chest with Muscles, Black Suspenders and Silver Belt / Yellow Hoses on Back Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr2310,"Torso Bare Chest with Hair, Black Belt Print (Malakili), Light Flesh Arms and Hands",60,Plastic
973c02h02pr2398,"Torso with Gold and Olive Green Bikini Print (Princess Leia Slave), Light Flesh Arms and Hands",60,Plastic
973c02h02pr2432,"Torso Vest with Checkered Bandana and Ammunition Belt Print, Light Arms and Hands",60,Plastic
973c02h02pr2626,"Torso Tank Top with Web Face in Heart Print (Mary Jane), Light Flesh Arms and Hands",60,Plastic
973c02h02pr2655,"Torso Tank Top with Dark Tan Stains Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr2798,"Torso Dress with Metallic Silver Robe and Ornate Silver Brooch Print (Galadriel), Light Flesh Arms and Hands",60,Plastic
973c02h02pr2926,"Torso with Light Flesh Neck, Silver Trim (Eagle) and Belt Print (Wonder Woman), Light Flesh Arms and Hands",60,Plastic
973c02h02pr3086,"Torso Vest with Muscles and Black Harness Print, Light Arms and Hands",60,Plastic
973c02h02pr3143,"Torso Tank Top with 'APERTURE' over Bright Light Blue Tank Top Print (Chell), Light Flesh Arms, Light Flesh Hands",60,Plastic
973c02h02pr3274,"Torso with Light Flesh Neck, Dark Brown Shoulder Strap, and Gold Neckline Trim Print, Light Flesh Arms and Hands with Cuffs Print",60,Plastic
973c02h02pr3323,"Torso Mermaid with Medium Lavender Shell Bra, Navel, and Green and Yellow Waist Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3488,"Torso Cropped Vest with Lion Face, and Zebra Belt Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3507,"Torso Strapless Top with Light Flesh Neck Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3614,"Torso Breastplate with Gold Stylized 'W' Trim Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3627,"Torso Ancient Egyptian Gold Collar with Scarab and Blue Jewel, Dark Blue Belt Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3765,"Torso Shirt with Muscles, Suspenders and Red and Yellow Superman 'S' Logo Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3843,"Torso Bare Chest with Muscles and 3 Scars Print, Light Flesh Arms and Hands with Black Cuffs Print",60,Plastic
973c02h02pr3872,"Torso with Light Flesh Neck, Gold Trim and Dark Brown Shoulder Strap Print, Light Flesh Arms and Hands with Silver Gauntlet Print",60,Plastic
973c02h02pr3917,"Torso Horizontal Black Stripe Print (Powerpuff Girls), Light Arms and Hands",60,Plastic
973c02h02pr3926,"Torso Armor, Silver Shoulder Sash, Red Markings Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr3927,"Torso Armor with Silver Highlights Print (Thor), Light Flesh Arms and Hands with Silver Armor Print on Left Arm",60,Plastic
973c02h02pr4032,"Torso Armor with 4 Silver Circles, Gold Belt with Wings and 'T' Print (Thor), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4041,"Torso Bare Chest with Muscles Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4044,"Torso Crop Top, Black Lines, Yellow Front, Brown Utility Belt Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4068,"Torso Bare Chest, Seashells, Gold Belt Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4133,"Torso Muscles with Light Flesh Neck, Gold Trim and Belt Print (Wonder Woman), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4264,"Torso Tank Top Print (Luke Skywalker), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4317,"Torso Tank Top with Paisley Decorations, One Button Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4365,"Torso Bare Chest with White Straps, Hose, Diaper Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4385,"Torso Tatty Smock, Light Flesh Neck, with Stains Print (Dobby), Light Arms and Hands",60,Plastic
973c02h02pr4596,"Torso Dress, Leaves Print (Poison Ivy), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4660,"Torso Flight Suit, Control Panel, Black belt Print (TIE Pilot), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4701,"Torso Vest, Shirt, Medium Lavender Sash Belt Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4702,"Torso Dress, White Band, White Collar, Button, White Dots Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4706,"Torso Buckskin with Black Triangles and Dark Azure Tie Print (Fred Flintstone), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4707,"Torso Dress with Necklace Print (Wilma Flintstone), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4708,"Torso Buckskin Shirt with Laces Print (Barney Rubble), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4709,"Torso Dress with Light Flesh Neck and White Rock Necklace Print (Betty Rubble), Light Flesh Arms and Hands",60,Plastic
973c02h02pr4725,"Torso Dress, Dark Pink Ribbon with Bow Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4733,"Torso Dress, Flowers on Collar Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4865,"Torso Robe with Light Flesh Neck and Reddish Brown Belt Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr4936,"Torso with Light Flesh Neck, Gold Eagle and White Belt Print, Light Flesh Arms and Hands with Silver Cuffs Print",60,Plastic
973c02h02pr4954,"Torso Vest Shirt with Pockets, Necklace Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr5156,"Torso Dress with Light Flesh Neck, and Necklace Print, Light Arms and Hands",60,Plastic
973c02h02pr5163,"Torso Dress with Neck and Midriff Ruffles Print, Light Arms and Hands",60,Plastic
973c02h02pr5341,"Torso with Red Stripes Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr7005,"Torso with White Collar and Button Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr9650,"Torso Dress, Dark Blue Filigree, Pendant Print, Light Flesh Arms and Hands",60,Plastic
973c02h02pr9699,"Torso Armor, Roman Breastplate, Gold Batman Logo Print, Light Flesh Arms and Hands",60,Plastic
973c03h01,"Torso, Black Arms, Yellow Hands [Plain]",60,Plastic
973c03h01pr0001,"Torso Samurai Robe, Sash and Dagger Print (Shogun), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0002,"Torso Jacket with Curved Zipper and Pocket Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0003,"Torso Jacket Imperial Shuttle Pilot Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0004,"Torso Jedi Robe, Waist Sash Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0011,"Torso Robe, Brown Dagger, Silver Star, Silver Zigzags Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0020,"Torso Suit Jacket with Yellow Polcie Star Badge Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0021,"Torso Fire Uniform Five Button Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0022,"Torso Suit and Red Shirt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0026,"Torso Patch Pocket Shirt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0027,"Torso Space Port Logo, Zipper, ID and Police Star Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0028,"Torso Leather Jacket with Red Neck Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0035,"Torso Red Spider Medal Print (Fright Knights), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0040,"Torso Breastplate Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0041,"Torso Scale Mail Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0043,"Torso Black Falcon with Rounder Bottomed Shield Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0044,"Torso Armor, Wolfpack Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0047,"Torso Classic Shield Tri-Colored Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0049,"Torso Boat Captain, Suit Double Breasted and Gold Anchor Logo Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0050,"Torso Forestman Black Collar Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0051,"Torso Wetsuit with Divers Submarine Logo Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0052,"Torso Blacktron I Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0071,"Torso Layered Shirt, Robe Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0079,"Torso Leather Jacket, White Police Badge, Curved Zipper Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0090,"Torso Armor, Dark Gray with Silver Stripes Print (Fright Knights), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0091,"Torso Jacket, Police Uniform with White Badge and Pocket Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0097,"Torso Wetsuit with Divers Dolphin Logo and Yellow Triangles Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0099,"Torso Fire Flame Badge, Red Belt, Zipper and Collar Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0116,"Torso Plate Armor Gold and Silver Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0117,"Torso Armor, Scale Mail with Red Diamond Amulet Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0121,"Torso Jacket with Fire Flame Badge, Red Belt, and Zipper Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0125,"Torso Bat Lord Tunic Print (Fright Knights), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0137,"Torso Armor, Studded with Bull's Head and Red Collar Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0143,"Torso Overalls and Goggles Print (Axel), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0159,"Torso Cape Chain Clasp and Belt Print (Dooku), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0164,"Torso Suit and Tie with Hogwarts Crest Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0189,"Torso Suit Jacket, Double Breasted, Tie, Gold Buttons and Airplane Pilot Logo Pin Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0233,"Torso Infomaniac with Bow Tie and Reverse-Italicized i Logo Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0243,"Torso Vertical White Stripes / LEGO Logo Back Print (Referee), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0258,"Torso Plaid Shirt with Zipper Print (Ron Weasley), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0267,"Torso Suit Jacket with Dark Red Stripes, Gray Vest and Tie, Gold Fob Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0268,"Torso Small Gray Collar and Belt, Gray Ripples Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0273,"Torso Chinese Guard Armor with Pounch and Knife on Belt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0297,"Torso Black Falcon Pointier Bottom Shield Print (1st Reissue), Black Arms, Yellow Hands",60,Plastic
973c03h01pr0440,"Torso Ribs and Purple Belt and '5' Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr0652,"Torso Formal Jacket with Black Waistcoat, White Shirt, Bow Tie and Pocket Watch Chain Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1080,"Torso Suit with 2 Buttons, Gray Sides, Gray Centerline and Tie / '2011 The LEGO Store Toronto, Canada' Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1120,"Torso Suit with 2 Buttons, Gray Sides, Gray Centerline and Tie / '2012 The LEGO Store Victor, NY' Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1184,"Torso Formal Jacket, 2 Buttons and Pocket with White Cloth/Paper, Gray Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1187,"Torso Fire Uniform Badge with Stripes and Radio Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1188,"Torso Jacket with Pocket and Gold Police Badge, Blue Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1188a,"Torso Jacket with Pocket, Gold Police Badge and Red Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1238,"Torso Double Breasted Suit with Gold Buttons and Airplane Logo Pin, Red Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1377,"Torso Dark Green Front Panel and Gold Spider Necklace Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1516,"Torso Shirt with Light Bluish Gray Stripes and Staff Namebadge Print, Black Arms with Light Bluish Gray Stripes Print, Yellow Hands",60,Plastic
973c03h01pr1587,"Torso Shirt with Black and White Checks, Flames / Flames, Red Skull, White Stripes on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1589,"Torso Shirt with Black and White Checks, Flames, Chest Hair / Skull on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1607,"Torso Vest and Tools / Skull and Flames on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1625,"Torso Armor, Dragon Head Quarters with Chain Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1796,"Torso Bare Chest, Muscles, Yellow Tribal Markings Print (Savage Opress), Black Arms, Yellow Hands",60,Plastic
973c03h01pr1831,"Torso Sweater over White Shirt and Reddish Brown Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1833,"Torso Pinstriped Suit Jacket and White Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr1939,"Torso Racing Jacket, Red with Orange Stripes Print (Crazy Demon), Black Arms, Yellow Hands",60,Plastic
973c03h01pr2031,"Torso Jacket and Vest with Buttons and White Shirt and Green Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2115,"Torso Jacket and Vest over Pinstriped Shirt and Dark Purple Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2189,"Torso Fire Jacket with Reflective Striped Vest with Pockets, Radio / Fire Badge on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2194,"Torso Equestrian Jacket with Blue Sash and 'TEAM GB' Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2230,"Torso Bare Chest with Muscles, Suspenders, Belt and Silver Armor with Blue Round Jewel (Chi) Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2335,"Torso Wetsuit with Blue Sign and Lines and Dark Bluish Gray Stripes Front and Silver Zipper Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2409,"Torso Suit with White Shirt and Black Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2411,"Torso Police Jacket with '1337' on Collar, Silver 'JCF' Badge, 4 Buttons and Belt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2417,"Torso Zipper Jacket with Ropes, Blue Carabiners and EMT Star of Life Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2753,"Torso Leather Jacket with Silver Studs and Buckle, Hairy Chest Print, Black Arms with Silver Studs Print, Yellow Hands",60,Plastic
973c03h01pr2756,"Torso Suit Jacket with White Shirt and Tie Rumpled, ID Badge Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2775,"Torso Jacket with Silver and Medium Azure Trim, Dark Pink Shirt and Black Tie Print (Caila Phoenix), Black Arms, Yellow Hands",60,Plastic
973c03h01pr2776,"Torso Suit Jacekt and Tie with Utility Harness and Ultra Agents Logo on Belt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr2896,"Torso Suit Serrated with Muscles Outline and White Sinestro Logo Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr3207,"Torso Jacket with Two Pockets over Bright Green T-Shirt with 8-Bit Shooter Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr3489,"Torso Jacket, White Shirt, Black Tie Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr3543,"Torso Suit Jacket Bolero with Silver Trim, Vest, Red Bow Tie, Silver Eagle Belt Buckle Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr3653,"Torso Wetsuit, Blue Logo and Light Blue Lines / Silver Zipper with Cord Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr3684,"Torso Polo Shirt with Red Logo Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr3822,"Torso Wetsuit with Red Wave Logo Print (Surfer), Black Arms with Red Panels Print, Yellow Hands",60,Plastic
973c03h01pr3966,"Torso Polo Shirt with Yellow and Red Store Badge / LEGO logo on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr4073,"Torso Muscles, ""V"", Yellow Lightning Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr4148,"Torso Robe with Gold Trim, Wu Logo Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr4291,"Torso Jacket, Buttons, Police Badge Print (Classic Policeman), Black Arms, Yellow Hands",60,Plastic
973c03h01pr4372,"Torso Jacket, Dark Blue Shirt with Equalizer print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr4570,"Torso Armour, Yellow Plating Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr4813,"Torso Jacket, White and Black Striped Shirt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr5134,"Torso Leather Jacket, Open over White Undershirt with Magenta Lightning Bolt Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr5305,"Torso Hoodie with Skeleton Bones and Orange Neck Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr9682,"Torso Formal Jacket, 2 Buttons and Pocket with White Cloth/Paper, Gray Tie / '2012 The LEGO Store Northshore Mall, Peabody, MA' on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr9689,"Torso Formal Jacket, 2 Buttons and Pocket with White Cloth/Paper, Gray Tie / '2012 The LEGO Store Elizabeth, NJ' on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr9797,"Torso Halloween Shirt with Orange Circle, Black Cat, Bats Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr9843,"Torso Shirt with Name Tag, Light Bluish Gray Stripes / '100 LEGO Stores North America' on Back Print, Black Arms, Yellow Hands",60,Plastic
973c03h01pr9847,"Torso with Silver Millennium Falcon Print (VIP), Black Arms, Yellow Hands",60,Plastic
973c03h01pr9999,"Torso Tank Top with Dolphin, Palm Trees, and Sun, with Magenta, Dark Pink, and Dark Purple Sunset Print, Black Arms, Yellow Hands",60,Plastic
973c03h02,"Torso, Black Arms, Light Flesh Hands [Plain]",60,Plastic
973c03h02pr0300,"Torso Imperial Uniform Print, Black Arms, Light Flesh Hands",60,Plastic
973c03h02pr0330,"Torso Jacket with Zipper Pockets and Red Web-Like Print, Black Arms, Light Flesh Hands",60,Plastic
973c03h02pr0332,"Torso Pocketed Snap Vest over Black Zipper Jacket Print, Black Arms, Light Flesh Hands",60,Plastic
973c03h02pr0345,"Torso Jacket, Red Shirt, Tatters, Hogwarts Tri-Wizard Tournament Uniform with Crest and 'POTTER' Print, Black Arms, Light Flesh Hands",60,Plastic
973c03h02pr1133,"Torso Jedi Robe, Waist Sash Print, Black Arms, Light Flesh Hands",60,Plastic
973c03h02pr1275,"Torso Suit Jacket with Gray Vest, Dark Blue Bow Tie Print, Black Arms, Light Flesh Hands",60,Plastic
973c03h02pr1327,"Torso Robe with 7 Dark Purple Buttons Print (Snape), Black Arms, Light Flesh Hands",60,Plastic
